ImageId,EncodedPixels
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,325738 1 326250 1 326762 2 327274 2 327786 2 328298 2
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,112272 8 112777 16 113292 15 113798 2 113806 1 113812 9 114309 3 114325 10 114815 9 114837 11 115326 10 115350 10 115837 12 115861 12 116348 13 116373 12 116858 16 116885 12 117369 17 117396 13 117880 19 117907 15 118391 43 118903 44 119414 46 119926 46 120437 48 120949 48 121461 48 121972 49 122484 49 122996 49 123508 49 124020 49 124533 48 125045 48 125557 48 126070 47 126582 47 127095 45 127607 44 128120 43 128633 41 129145 40 129658 38 130171 37 130684 35 131197 33 131710 31 132224 28 132738 23 133256 13
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,332926 9 333436 12 333947 14 334458 15 334970 16 335481 18 335993 18 336506 15 337018 14 337531 12 338044 10 338558 7 339071 5
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,335510 7 336020 13 336532 15 337043 16 337555 17 338066 18 338578 18 339090 19 339602 19 340113 20 340622 23 341134 23 341645 25 342157 25 342668 26 343178 29 343689 30 344201 30 344713 30 345225 30 345738 28 346251 7 346259 19 346765 4 346772 17 347288 11
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,82601 7 83111 12 83621 15 84131 18 84643 18 85154 20 85666 20 86177 22 86688 28 87199 19 87221 9 87709 20 87734 10 88220 21 88246 12 88731 15 88749 3 88759 11 89243 14 89273 10 89754 14 89786 10 90265 13 90299 9 90777 12 90812 8 91288 12 91324 9 91800 12 91836 10 92311 13 92348 10 92822 14 92861 10 93334 13 93373 11 93846 13 93885 11 94358 13 94397 12 94870 13 94909 12 95381 14 95420 14 95893 14 95932 14 96405 14 96444 15 96917 14 96955 16 97429 14 97463 21 97942 13 97973 23 98454 13 98484 24 98966 13 98996 25 99478 13 99506 27 99990 14 100016 29 100502 16 100525 31 101014 54 101527 53 102039 52 102552 50 103065 48 103578 45 104091 43 104603 41 105117 38 105631 34 106144 30 106656 28 107169 25 107682 22 108194 20 108707 18 109220 15 109734 9 110248 5 110762 2
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,128710 1 129220 6 129731 12 130241 15 130752 17 131263 20 131774 22 132285 23 132795 26 133305 29 133815 31 134324 35 134835 36 135346 37 135858 37 136369 37 136881 37 137393 37 137905 37 138417 36 138929 36 139441 36 139952 37 140465 36 140977 36 141489 35 142002 34 142514 34 143026 34 143539 34 144052 34 144564 47 145077 50 145590 51 146103 51 146617 55 147131 62 147646 8 147658 2 147664 43 148162 2 148176 45 148687 47 149198 49 149710 50 150221 52 150733 53 151245 54 151757 55 152269 55 152781 56 153293 56 153805 57 154317 57 154829 57 155341 58 155853 58 156365 58 156877 58 157388 59 157900 59 158411 60 158922 61 159433 62 159944 62 160455 63 160965 65 161476 66 161982 72 162492 73 162996 81 163505 84 164015 86 164525 88 165036 88 165546 90 166057 90 166568 90 167079 91 167590 91 168102 91 168613 50 168668 36 169124 50 169181 34 169635 43 169680 5 169695 32 170147 42 170193 3 170208 30 170658 50 170722 28 171170 50 171237 24 171682 50 171752 20 172193 50 172267 16 172705 50 172781 12 173217 49 173295 9 173729 49 174241 48 174753 48 175265 48 175777 47 176289 47 176802 45 177314 45 177826 44 178339 43 178852 41 179366 38 179880 34 180393 30 180906 28 181420 24 181935 16 182454 2
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,13487 10 13995 18 14505 22 15017 23 15528 25 16039 27 16551 29 17062 31 17573 33 18085 35 18597 36 19109 38 19620 41 20132 43 20644 44 21157 44 21669 45 22181 46 22693 47 23205 48 23718 48 24230 50 24742 51 25254 52 25766 54 26279 55 26792 55 27305 55 27817 57 28330 57 28842 58 29355 58 29869 57 30382 57 30895 57 31408 56 31922 55 32435 54 32949 53 33462 53 33975 52 34488 51 35001 51 35515 49 36028 48 36541 47 37054 46 37567 45 38080 44 38594 42 39107 40 39620 39 40134 36 40648 34 41162 31 41676 28 42190 26 42706 21 43221 16 43736 11
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,193306 1 193814 7 194323 12 194835 12 195347 13 195859 13 196371 14 196883 14 197395 14 197907 14 198418 15 198865 14 198930 15 199371 22 199440 16 199879 27 199950 18 200389 31 200461 19 200899 35 200972 18 201410 37 201479 22 201921 39 201989 23 202431 42 202500 22 202942 44 203003 29 203453 46 203510 33 203964 49 204021 34 204475 53 204532 35 204986 93 205498 93 206009 94 206521 94 207032 95 207544 95 208055 96 208174 5 208567 97 208684 8 209078 99 209195 10 209590 99 209705 13 210102 100 210215 20 210614 103 210720 29 211126 137 211638 137 212150 124 212277 10 212662 124 212789 11 213174 123 213302 10 213686 123 213814 10 214199 122 214326 10 214711 122 214838 10 215224 121 215350 10 215736 121 215862 10 216249 120 216374 10 216761 120 216886 11 217273 121 217397 12 217786 120 217909 12 218298 120 218421 12 218810 120 218932 14 219322 136 219834 136 220347 134 220859 134 221098 6 221371 134 221610 6 221883 86 221972 45 222121 8 222394 85 222485 44 222632 10 222906 81 222998 43 223143 12 223418 79 223510 42 223655 13 223929 79 224023 40 224166 15 224441 78 224535 39 224678 15 224953 77 225047 39 225102 11 225189 16 225465 75 225559 37 225612 15 225701 17 225977 73 226071 30 226123 17 226211 20 226490 70 226583 29 226633 21 226721 23 227002 69 227095 28 227139 2 227143 24 227231 25 227514 68 227607 26 227650 29 227742 26 228026 66 228119 26 228162 30 228254 27 228538 32 228574 28 228631 25 228673 31 228766 27 229049 30 229089 24 229143 25 229185 32 229276 30 229561 29 229603 20 229655 25 229697 32 229768 50 230074 27 230121 12 230166 26 230209 32 230279 53 230586 25 230638 3 230678 26 230721 33 230790 25 230820 25 231099 23 231189 27 231232 35 231302 16 231332 26 231611 22 231701 26 231744 36 231814 16 231845 27 232124 20 232212 27 232255 38 232325 16 232357 28 232636 19 232724 27 232767 39 232837 16 232870 28 233149 17 233235 29 233279 39 233349 15 233381 29 233661 16 233746 30 233791 40 233862 14 233893 29 234174 13 234258 30 234302 41 234374 13 234405 29 234686 11 234769 32 234814 41 234886 13 234917 29 235200 7 235281 32 235326 41 235399 11 235428 30 235792 33 235838 42 235910 13 235940 31 236303 34 236349 43 236421 15 236451 32 236814 34 236861 43 236933 15 236962 33 237324 36 237372 44 237445 16 237474 33 237834 38 237884 44 237956 18 237985 34 238345 39 238395 45 238468 18 238496 35 238856 40 238907 45 238978 20 239007 36 239367 42 239418 16 239435 29 239488 23 239516 39 239878 44 239929 16 239948 28 239994 73 240389 45 240440 15 240460 28 240505 73 240901 46 240951 14 240972 28 241017 73 241412 64 241485 27 241528 75 241922 65 241997 27 242039 77 242433 65 242509 27 242549 80 242944 65 243021 28 243060 82 243456 65 243533 28 243572 84 243967 65 244045 28 244082 86 244478 65 244556 30 244593 88 244990 60 245067 31 245104 90 245502 59 245577 130 246013 60 246088 132 246525 59 246599 133 247037 57 247110 135 247548 57 247622 86 247714 44 248060 14 248080 36 248133 86 248228 43 248571 14 248593 34 248645 57 248704 26 248742 42 249083 13 249106 30 249156 56 249216 25 249261 35 249594 14 249618 31 249667 57 249729 24 249779 29 250106 14 250130 31 250178 57 250244 20 250292 29 250618 14 250643 30 250688 58 250763 13 250805 28 251130 14 251156 29 251199 59 251278 10 251318 27 251641 15 251668 29 251709 61 251791 8 251830 27 252153 14 252180 29 252220 61 252303 7 252342 28 252665 14 252692 29 252731 62 252815 7 252854 28 253177 14 253203 31 253241 64 253327 7 253366 28 253688 14 253715 31 253752 65 253839 6 253878 28 254200 14 254227 34 254263 65 254350 7 254390 28 254712 15 254739 32 254775 65 254862 7 254902 28 255224 15 255251 30 255287 66 255374 7 255414 28 255736 16 255764 28 255799 66 255885 8 255926 28 256248 16 256276 28 256312 65 256397 8 256438 28 256760 17 256789 26 256824 65 256909 8 256950 28 257272 17 257301 26 257336 65 257420 9 257462 28 257784 18 257811 27 257848 65 257931 10 257974 28 258296 19 258320 30 258360 65 258442 11 258486 28 258809 52 258872 64 258953 11 258998 28 259321 51 259384 64 259464 12 259510 28 259833 50 259896 64 259975 13 260021 28 260345 49 260409 63 260487 13 260533 28 260858 46 260921 63 260998 14 261045 28 261370 45 261434 62 261509 14 261557 28 261882 44 261946 62 262021 14 262069 27 262395 42 262459 62 262533 13 262581 27 262908 41 262972 61 263044 14 263093 27 263421 40 263485 60 263556 13 263605 27 263934 39 263998 60 264066 15 264116 28 264447 38 264513 59 264577 16 264628 28 264961 36 265028 57 265088 16 265140 27 265473 36 265541 57 265600 16 265651 28 265986 35 266053 74 266164 26 266498 36 266565 73 266677 25 267010 37 267078 72 267190 23 267522 37 267590 71 267704 20 268034 38 268103 70 268216 19 268547 38 268614 70 269059 41 269126 69 269572 43 269638 48 269687 19 270084 44 270150 41 270201 16 270596 45 270662 40 270714 14 271108 46 271173 40 271227 12 271620 47 271684 40 271741 9 272132 48 272195 41 272254 6 272644 49 272706 24 272732 16 273156 49 273218 23 273246 14 273668 49 273730 22 273758 13 274181 49 274241 22 274271 12 274693 49 274753 21 274784 11 275205 49 275265 20 275298 9 275717 49 275776 20 275812 7 276230 49 276288 20 276325 5 276742 49 276800 21 276839 1 277254 49 277312 24 277342 2 277766 49 277823 26 277853 3 278278 49 278335 27 278364 5 278791 48 278846 28 278876 5 279303 48 279358 28 279388 5 279753 3 279815 49 279870 20 279892 6 279900 5 280263 6 280327 49 280382 19 280406 4 280412 5 280774 8 280839 50 280894 18 280922 6 281285 9 281324 7 281351 51 281406 17 281434 5 281450 2 281797 10 281835 9 281863 51 281917 17 281946 6 281961 3 282308 14 282346 10 282375 51 282429 17 282457 8 282471 6 282820 15 282857 12 282888 50 282941 17 282968 10 282980 9 283331 16 283369 12 283400 50 283452 18 283479 22 283842 18 283880 13 283913 49 283964 18 283990 24 284354 18 284392 13 284425 49 284476 18 284500 26 284866 18 284903 15 284937 49 284989 17 285009 29 285378 18 285414 16 285450 48 285501 48 285889 20 285925 18 285962 48 286014 47 286088 7 286401 20 286437 18 286475 47 286527 46 286595 14 286913 21 286948 19 286988 45 287040 45 287106 16 287424 22 287460 20 287501 44 287551 45 287617 18 287936 23 287971 21 288015 41 288063 44 288129 19 288448 23 288483 21 288530 37 288574 44 288641 19 288960 24 288994 23 289043 35 289085 44 289152 21 289472 24 289506 23 289556 33 289597 44 289664 22 289983 26 290017 24 290069 32 290108 44 290175 23 290495 26 290529 25 290582 30 290620 44 290687 24 291007 27 291041 25 291095 28 291132 43 291198 26 291519 27 291552 26 291608 25 291644 43 291710 27 292031 28 292064 27 292121 17 292156 42 292221 29 292543 29 292576 27 292634 15 292667 42 292733 30 293056 30 293087 29 293146 15 293174 46 293245 30 293568 60 293658 14 293685 46 293757 30 294080 60 294169 15 294195 47 294270 29 294592 61 294681 14 294706 48 294782 29 295104 61 295193 13 295218 47 295294 30 295616 61 295706 14 295728 49 295806 29 296129 60 296219 18 296239 27 296268 21 296318 29 296641 60 296732 38 296783 18 296830 28 297154 59 297244 37 297297 16 297342 28 297666 59 297757 36 297811 14 297854 28 298179 58 298269 35 298324 13 298366 27 298691 58 298780 36 298837 13 298878 27 299204 57 299292 36 299350 14 299389 28 299717 57 299804 36 299863 15 299901 27 300230 56 300315 37 300376 15 300413 27 300743 54 300827 37 300888 16 300924 27 301256 19 301276 33 301338 38 301400 17 301435 28 301770 16 301789 32 301848 40 301911 18 301947 28 302283 14 302301 32 302357 43 302423 19 302458 29 302797 11 302813 32 302867 20 302888 24 302935 19 302970 28 303309 6 303325 31 303378 20 303401 23 303447 20 303481 29 303822 4 303838 30 303889 19 303915 21 303958 21 303992 30 304334 4 304350 29 304399 20 304428 20 304470 22 304503 31 304847 1 304862 27 304910 20 304940 21 304982 23 305014 32 305374 26 305421 21 305452 21 305494 24 305524 33 305886 24 305932 22 305965 21 306005 64 306398 23 306444 22 306477 21 306517 64 306911 21 306955 23 306990 20 307029 65 307406 2 307423 18 307465 26 307503 19 307541 65 307917 4 307935 15 307969 35 308016 19 308053 65 308428 5 308447 13 308478 39 308529 18 308564 66 308669 7 308939 7 308960 11 308990 40 309041 18 309076 67 309179 10 309450 9 309472 10 309501 41 309553 19 309586 69 309690 12 309961 11 309984 10 310012 43 310065 19 310096 73 310199 15 310472 13 310497 8 310523 44 310577 20 310606 76 310687 8 310709 17 310983 14 311009 7 311034 45 311089 20 311117 92 311219 19 311494 16 311521 7 311545 46 311601 20 311628 94 311729 21 312005 20 312030 9 312057 46 312113 21 312138 98 312240 22 312516 35 312568 47 312625 149 313027 36 313078 49 313136 150 313538 37 313589 50 313648 149 314049 38 314101 50 314159 150 314560 39 314612 52 314671 148 315072 40 315124 53 315181 54 315236 91 315583 41 315635 55 315692 52 315752 85 316094 43 316146 108 316266 82 316605 44 316657 108 316779 23 316807 52 317117 45 317168 108 317292 21 317320 50 317628 49 317680 106 317805 17 317832 48 318140 133 318280 15 318318 12 318344 46 318651 132 318794 10 318833 7 318857 43 319162 132 319369 40 319674 27 319703 102 319881 39 320186 24 320216 101 320394 37 320697 24 320729 100 320906 37 321209 23 321241 100 321418 37 321721 23 321755 97 321930 37 322232 24 322268 96 322443 36 322744 24 322782 94 322955 36 323256 23 323295 94 323468 34 323768 23 323808 93 323981 33 324279 24 324320 93 324493 33 324791 24 324833 92 325006 32 325303 24 325345 93 325519 31 325815 24 325856 94 326033 28 326327 24 326368 95 326547 26 326839 24 326879 97 327060 24 327352 23 327391 98 327574 22 327864 23 327902 99 328088 19 328376 23 328414 99 328601 17 328889 22 328926 98 329116 13 329401 23 329438 98 329630 10 329913 23 329949 61 330013 34 330426 22 330461 60 330531 15 330553 4 330938 22 330973 61 331041 16 331451 21 331485 61 331552 15 331963 21 331996 62 332063 14 332476 20 332508 62 332575 14 332988 21 333019 63 333086 14 333500 21 333531 82 334013 20 334042 83 334525 21 334553 85 335037 24 335064 87 335550 113 336062 114 336575 44 336627 61 337088 42 337142 3 337148 53 337601 39 337660 53 338114 37 338173 52 338627 35 338685 53 339140 33 339198 52 339653 31 339710 52 340166 28 340222 52 340678 26 340734 52 341191 24 341246 52 341704 22 341758 52 342217 20 342270 53 342729 19 342781 55 343242 18 343293 55 343754 17 343805 55 344268 14 344317 55 344783 10 344829 55 345297 7 345341 54 345810 4 345854 52 346323 1 346366 51 346878 49 347395 42
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,118974 1 119484 5 119995 8 120506 9 121018 10 121531 8 122044 5
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,213 15 710 39 1220 44 1731 47 2242 49 2753 51 3264 53 3775 55 4286 56 4799 55 5311 55 5823 55 6336 55 6848 55 7360 55 7873 55 8386 54 8898 55 9411 54 9924 53 10438 51 10952 50 11465 49 11978 48 12492 46 13007 43 13521 41 14035 40 14549 38 15062 37 15575 36 16090 33 16603 32 17117 30 17630 28 18143 27 18657 24 19172 21 19686 18 20204 6 20718 2
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,241355 1 241866 6 242377 8 242889 10 243400 12 243912 13 244424 13 244936 14 245448 15 245961 15 246473 16 246984 18 247496 19 248008 20 248520 21 249032 22 249544 22 250056 23 250569 22 251081 22 251593 23 252105 23 252617 24 253129 25 253641 26 254153 27 254665 27 255177 27 255689 27 256201 27 256713 27 257225 27 257737 28 258249 28 258762 27 259274 27 259787 26 260299 26 260811 25 261324 24 261836 23 262350 21 262863 18 263376 16 263889 13 264402 9 264915 5
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,118527 8 119037 11 119547 14 120058 17 120570 18 121081 21 121592 23 122103 25 122614 26 123126 27 123637 28 124149 29 124661 30 125172 32 125684 33 126196 33 126708 34 127220 34 127732 35 128244 36 128756 36 129268 36 129781 35 130293 36 130805 36 131317 36 131829 36 132341 36 132853 36 133365 36 133877 35 134390 34 134902 34 135414 34 135927 32 136440 31 136952 30 137465 29 137977 28 138490 26 139003 24 139516 22 140029 20 140542 18 141055 16 141569 13 142083 10 142600 4
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,86787 1 87297 6 87808 8 88320 9 88831 10 89342 11 89853 12 90364 13 90876 13 91387 14 91899 14 92411 14 92923 14 93435 14 93947 14 94459 13 94971 13 95484 12 95996 12 96508 12 97021 11 97533 11 98045 11 98557 11 99070 10 99582 10 100094 9 100607 8 101120 7 101633 4
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,55567 1 55574 2 56078 3 56084 5 56589 19 57098 24 57608 29 58114 37 58162 8 58625 40 58672 10 59136 56 59647 55 60158 53 60669 53 61180 54 61692 53 62204 52 62716 51 63228 50 63740 49 64252 48 64764 47 65277 45 65789 44 66302 43 66814 42 67327 40 67840 37 68353 35 68866 32 69379 23 69404 5 69892 20 69917 3 70405 14 70919 8 71433 4
472b1c5ff988dadc209faea92499bc07f305208dbda29d16262b3d543ac91c71,781 12 1287 27 1317 11 1798 45 2308 49 2818 53 3329 55 3839 58 4351 58 4863 58 5375 58 5887 58 6399 58 6912 57 7424 57 7936 56 8449 55 8961 55 9474 54 9987 52 10501 49 11014 47 11528 44 12041 37 12554 21 12576 4 13068 15 13585 3
